contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2759096,39,곰막식당/곰막,20211019223213,20230224093907,,,,,http://tong.visitkorea.or.kr/cms/resource/21/2759221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2759221_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 구좌읍 구좌해안로 64,,63347,126.7205186105,33.5568605164,6,"전복죽 전문점인 곰막식당의 깨가 듬뿍 들어간 전복죽은 첫술부터 진한 고소함을 느낄 수 있다. 깊은 바다향이 나는 성게 국수와 회국수 역시 이 집의 대표 메뉴이며 비린내 없이 담백하다. 이곳은 생면으로 국수를 만들어 쫄면같이 쫄깃쫄깃한 식감이 입맛을 더 돋운다. 활어회도 인기 메뉴로 매일 지하 80m에서 염지하수를 끌어올려 사용하기 때문에 더욱더  싱싱한 회를 먹을 수 있다. 인기 많은 맛집답게 기본 반찬은 제공하지만, 이후에는 주류, 음료, 추가 반찬, 물, 물티슈, 국물, 앞치마 등을 셀프로 가져와야 한다."
2852385,39,공백,20220913094558,20220913094608,,,,,http://tong.visitkorea.or.kr/cms/resource/80/2852380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2852380_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 동복로 83,,63347,126.7152580380,33.5532886049,6,"공백은 제주특별자치도 제주시 동복리 동복방파제 근처에 있다. 공백은 갤러리가 있어 음료를 마시면 갤러리를 감상할 수 있다. 대규모 카페로 프라이빗 비치가 있고, 사진찍기 좋은 다양한 공간이 있다. 메뉴는 공백썬샤인, 한라봉에이드, 한라봉쥬스, 유기농구좌당근주스100%, 진저에일, 제주애플망고스무디, 아메리카노 등 다양하고, 근처 여행지로 동북환해장성, 북촌포구, 김녕해수욕장 등이 있다."
2904606,39,공존,20221110134446,20221110134515,,,,,http://tong.visitkorea.or.kr/cms/resource/02/2904602_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2904602_image3_1.jpg,Type3,A05,A0502,A05020200,제주특별자치도 제주시 정든로6길 12,1층,63225,126.5431103620,33.4983141546,6,"공존은 제주시내 이도근린공원 근처 주택가에 있다. '공존'은 비건, 논비건, 장애인, 반려동물 모두가 공존한다는 의미를 담고 있다. 모던하고 심플한 인테리어로 나홀로 여행자도 부담 없이 식사할 수 있는 창문가 자리가 있고, 키즈, 펫 케어 존이 따로 마련되어 있다. 메뉴판에 음식마다 재료 표기가 자세히 되어 있으므로 비건 음식을 원할 경우 참고하면 된다. 시그니처 메뉴는 라따뚜이와 토마토 옥돔구이가 있다. 주변 여행지로 제주도 민속자연사박물관과 신산공원이 있다."
2781375,39,공천포식당,20211126183359,20231205171607,,,,,http://tong.visitkorea.or.kr/cms/resource/00/2800300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2800300_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 남원읍 공천포로 89,,63612,126.6425958686,33.2664191430,6,"공천포식당은 잔잔하고 검은 모래가 있는 서귀포의 공천 포구 인근에 자리 잡은 한식당이다. 된장과 고춧가루를 넣어 맛을 낸 시원한 육수에 깻잎과 김 가루로 감칠맛을 더한 물회가 유명하다. 해삼, 한치, 소라 중 원하는 재료를 골라 주문하면 커다란 대접에 시원한 물회와 정갈한 밑반찬, 밥 한 공기가 함께 나와 푸짐한 한 상이 차려진다. 이외에도 고등어구이와 전복죽 등 제주 특산요리가 맛이 훌륭해 현지인들은 물론 관광객들에게도 맛집으로 입소문이 난 곳이다."
2863901,39,곽지Bar다,20221005152044,20221005152114,,,,,http://tong.visitkorea.or.kr/cms/resource/98/2863898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2863898_image3_1.jpg,Type3,A05,A0502,A05020700,제주특별자치도 제주시 곽지1길 18,,63034,126.3044628085,33.4478381822,6,"곽지bar다는 곽지해수욕장과 일주서로 사이 골목길에 있다. 제주 구옥을 그대로 활용한 아담한 키친바로 바자리와 테이블 두 개가 있다. 다양한 세계음식을 맛볼 수 있는 퓨전음식점으로 쌀국수, 동파육, 문어샐러드 등으로 오너셰프가 주문 즉시 음식을 만든다. 쌀국수는 양파 단맛이 나는 진한 국물이 특징이고, 문어샐러드는 지중해식으로 신선하고 상큼하다. 주변 여행지로 곽지해수욕장, 한담해안산책로, 금성포구 등이 있다."
2851862,39,곽지국시,20220908125058,20220908125109,,,,,http://tong.visitkorea.or.kr/cms/resource/61/2851861_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2851861_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 일주서로 6027,,63034,126.3078791556,33.4488492351,6,"곽지국시는 제주시 애월읍 곽지리, 곽지해수욕장 부근 길가에 있는 아담한 국숫집이다.
사골육수에 수육을 올려주는 고기국수와 멸치국물에 새우를 올려주는 곽지국수가 대표 메뉴다.
그 밖에 열무국수, 비빔국수, 콩국수가 있고 함께 먹기 좋은 왕만두가 있다. 
식당 내부는 넓지 않지만, 가성비 좋은 곳에서 가볍게 한 끼 식사를 할 수 있어 찾는 이들이 많다.
또, 혼밥도 가능하지만 재료 소진 시 일찍 문을 닫기도 한다, 벽면 가득 연예인들이 채워놓은 사인과 방문객들의 포스트잇 리뷰가 재미있다. 주변에 곽지과물해수욕장, 한담해안산책로, 애월 카페 거리 등이 있다."
1861336,39,광양해장국,20131122000916,20230118134335,0507-1415-1780,광양해장국,,,http://tong.visitkorea.or.kr/cms/resource/47/1860747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1860747_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 광양13길 25,,63209,126.5326584566,33.4998832591,6,"제주시청 인근에 위치해 있는 광양해장국집은 해장국 전문 음식점으로, 개운한 맛의 해장국이 일품인 곳이다. 우거지, 선지, 콩나물 등이 넉넉하게 들어가 구수하고 얼큰한 맛이 해장하기에도 좋다. 이른 아침부터 시작해 오후 3시면 영업을 마치기 때문에 영업시간을 꼭 확인하고 가야한다.<br>"
2678849,39,광원,20201026234350,20210311194827,064-744-1000,광원,,,http://tong.visitkorea.or.kr/cms/resource/91/2675191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2675191_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 1100로 3208,,63091,126.4848132258,33.4729577002,6,현지인도 인정한 최고의 와규를 판매하는 곳이다. 제주특별자치도 제주시에 있는 한식전문점이다. 대표메뉴는 안심이다.
2759603,39,교래손칼국수(원조교래손칼국수),20211020185659,20231017140754,,,"<a href=""http://www.064-782-9870.kti114.net/"" target=""_blank"" title=""새창 : 교래손칼국수(원조교래손칼국수) 사이트로 이동"">http://www.064-782-9870.kti114.net/</a>",,http://tong.visitkorea.or.kr/cms/resource/92/2759692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2759692_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 비자림로 645,,63346,126.6760057906,33.4361675979,6,직접 손으로 반죽해서 뽑은 초록색 생면과 진한 닭 국물이 인상적인 교래손칼국수는 제주의 느낌을 살린 건물 외관이 특징적이다. 넓은 주차장은 물론 버스 정류장 바로 앞에 있어 방문하기에도 매우 편하다. 내부도 매우 넓은 편이지만 항시 손님들로 붐벼 대기해야 하는 일이 잦으니 3시 이전 방문자들은 예약하는 게 좋다. 인기 메뉴는 진한 국물이 일품인 토종닭 칼국수와 바지락 칼국수이며 곁들여 먹는 깍두기와 배추김치도 깔끔하다. 든든한 식사 후 근처에 있는 거문오름과 사려니숲길을 산책하는 것도 좋다.
2906163,39,구씨커피로스터스,20221111132304,20221111132323,,,,,http://tong.visitkorea.or.kr/cms/resource/61/2906161_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2906161_image3_1.JPG,Type3,A05,A0502,A05020900,제주특별자치도 제주시 구좌로 21,1층,63361,126.8539661237,33.5236580102,6,"구씨커피로스터스는 세화해수욕장과 일주동로 사이 구좌로에 있다. 매일 커피를 볶는 로스터리 카페로 다양한 스페설티 및 마이크로랏 커피를 핸드드립, 사이폰, 융드립, 에스프레소 등의 추출 방식으로 맛볼 수 있다. 핸드드립 커피를 주문하면 로스팅된 원두를 글라인딩하여 브루잉하고 선택한 원두의 특징을 기록한 카드와 함께 제공한다. 부드러운 크림커피인 구라떼도 인기 메뉴이고, 핸드드립백을 구매할 수 있다. 주변 여행지로 세화해수욕장, 세화민속오일시장, 평대해변 등이 있다."
2759091,39,구이사이,20211019222951,20231010171944,,,,,http://tong.visitkorea.or.kr/cms/resource/29/2759229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2759229_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 애월읍 신엄9길 2,,63047,126.3685427963,33.4722559343,6,"제주 착한 가격 업소로 선정된 구이사이에서는 비교적 저렴한 가격에 정식 상차림을 먹을 수 있다. 불고기, 생선구이, 된장찌개, 묵은지, 콩나물무침, 미역국 등이 푸짐하게 나온다. 소정의 요금을 더 내고 특정식을 주문하면 상추와 새우젓, 쌈장과 함께 나오는 돔베고기, 계란말이, 생선조림, 닭볶음탕, 제육볶음 등 그날그날 다른 메뉴가 나온다. 이 가격에 이토록 정성스러운 음식들을 먹어도 되나 할 정도이다. 마치 어머니가 차려주신 아침 밥상 같은 음식을 제공하는 구이사이는 오전 6시부터 운영하며 제주 애월 근처에 있다."
2763762,39,구좌상회,20211027231055,20231017141016,,,,,http://tong.visitkorea.or.kr/cms/resource/04/2773404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2773404_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 조천읍 선교로 198-5,,63340,126.6988860073,33.4857235955,6,"월정리 해변가에 위치한 구좌상회는 제주 돌담으로 지어진 옛집 풍경을 간직한 고즈넉하고 아담한 카페이다. 집 두 채를 개조하여 빈티지한 멋스러움을 간직하면서도 통창으로 보이는 경관이 감성을 더욱 자극한다. 시그니쳐 메뉴인 당근케이크는 촉촉한 케이크 시트와 당근이 맛의 조화를 이룬다. 소녀감성 가득한 찻잔에 홍차를 곁들이며 조용하게 감상에 빠져들기 좋다. 테이블과 의자, 식물들이 놓여있는 앞마당은 그 자체가 포토존이다. 제주스러움을 느끼고 싶다면 꼭 가봐야 할 카페이다."
2852379,39,구좌읍 우럭튀김 민경이네어등포식당,20220913094141,20240125105519,,,,,http://tong.visitkorea.or.kr/cms/resource/75/2852375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2852375_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 해맞이해안로 830,,63358,126.8257678765,33.5537681121,6,"민경이네 어등포해녀촌은 해맞이해안로 구좌농공단지 근처에 있다. 1999년부터 시작한 우럭튀김 정식 맛집으로 2017년에 현재 자리로 이전했다. 통 우럭 튀김에 매콤한 소스가 올려 나오며, 민경이 물회국수의 경우 제주식 된장 베이스가 아닌 고추장 양념으로 조리해 여행자들에게 인기다. 이 외에도 전복 뚝배기, 전복죽, 제주산 옥돔구이, 성게국을 맛볼 수 있다."
1872423,39,국수냐 국밥이냐,20131218002717,20230612150652,064-739-3382,국수냐 국밥이냐,,,,,,A05,A0502,A05020100,제주특별자치도 서귀포시 김정문화로 39,,63566,126.5089688897,33.2516742042,6,"국수냐 국밥이냐는 제주 서귀포시 김정문화로에 위치한 한식 전문점이다. 가족경영으로 운영하며 직접 농사지은 식재료를 사용한다. 메뉴는 백숙, 닭볶음탕, 고기국수, 순대국밥 등이 있다. 주변 관광지로 시스터필드, 엉또폭포, 천지연 등이 있다."
2767696,39,국수만찬,20211103222558,20230119112928,,,,,,,,A05,A0502,A05020100,제주특별자치도 제주시 은남3길 1,(연동),63123,126.4955008644,33.4871618534,6,"제주에서 맛볼 수 있는 특별한 메뉴인 고기국수는 그 육수와 면 종류가 달라 식당마다 개성이 뚜렷하다. 국수 만찬은 공항에서 멀지 않은 제주시 연동에 자리하고 있는 국수 맛집으로 2007년부터 시작해 오랫동안 자리를 지키고 있는 식당이다. 국수 메뉴로는 고기국수, 멸치국수, 비빔국수가 있으며, 수육과 돔베고기, 아강발 등 다양한 제주 특산 메뉴를 판매한다. 면은 얇지 않은 중간 면을 쓰며 수육이 푸짐하게 올라가 있어 식감이 좋다. 관광객은 물론 현지인들도 많이 방문한다."
2753021,39,국수바다 본점,20211005232912,20231019092938,,,,,,,,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 982,(색달동),63534,126.4059665570,33.2585801496,6,"국수바다 본점은 서귀포 중문에 가면 꼭 한번 들러야 할 맛집으로 유명하다. 고기국수는 돼지뼈로 우린 뽀얀 육수를 넣고 수육을 올려 먹는 제주도의 향토 음식으로, 국물에서 제주의 맛을 고스란히 느낄 수 있다. 담백하면서 깔끔하여 남녀노소 누구나 사랑할 수밖에 없는 맛이다. 제주 여행에서 빼놓을 수 없는 것이 독특한 지역색을 담고 있는 향토음식인데, 제주만의 매력적인 향토음식을 마음껏 맛보고 싶다면 국수바다에서 고기국수 한 그릇은 필수다. 몸국과 성게국밥은 포장도 가능하며 넓은 주차장은 물론 100명 정도 수용 가능한 대형음식점으로 단체 여행객도 편안한 식사를 즐길 수 있다."
1872474,39,국수의 전설,20131218011728,20230320202857,064-733-7101,국수의 전설,"<a href=""http://www.kugsu.kr"" target=""_blank"" title=""새창 : 국수의전설 홈페이지로 이동"">http://www.kugsu.kr</a>",,,,,A05,A0502,A05020100,제주특별자치도 서귀포시 효돈로 108,(신효동),63605,126.6103765028,33.2635217278,6,"[제주 서귀포시 신효동에 있는 국수 전문 음식점 국수의 전설]<br />
국수의 전설은 다양한 국수를 제공하는 국수 전문점이다. 제주도의 유명한 국수인 고기국수를 비롯하여 비빔국수, 보말 칼국수, 전설 칼국수, 들깨 칼국수, 돔베고기 등 다양한 메뉴를 제공한다. 국수의 전설에서 제공하는 국수는 인공 조미료를 넣지 않고 국산 토판염으로 간을 맞추어 제공한다. <br>"
404126,39,굼부리식당,20080120073203,20230802192509,064-787-4861,굼부리식당,"<a href=""http://gumburi.fordining.kr"" target=""_blank"" title=""새창 : 굼부리식당 홈페이지로 이동"">http://gumburi.fordining.kr</a>",,http://tong.visitkorea.or.kr/cms/resource/15/401415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/401415_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 표선면 중산간동로 4587,,63624,126.8048484869,33.3883916109,6,"성읍민속마을에 위치한 이곳 굼부리 식당은 제주산 토종 흑돼지 주물럭이 주메뉴다. 
굼부리 식당만의 특별한 양념으로 제조된 주물럭 양념은 식탁에서 직접 구워 먹는데 다른 곳에서 먹는 것과 별미를 제공한다. 
성읍민속마을의 특성상 저녁 영업은 거의 하지 않기 때문에 점심 식사에 안성맞춤이다."
